iter	RMSE
232	0.9845812257
233	0.9841085822
234	0.9840588306
235	0.9839048291
236	0.9833620064
237	0.9829215872
238	0.9824777939
239	0.9821036007
240	0.9820036767
241	0.9813259845
242	0.9807514522
243	0.9802849588
244	0.9800149035
245	0.9794754605
246	0.9794148276
247	0.9788376116
248	0.9781460337
249	0.9776118225
250	0.9772030635
251	0.9771683177
252	0.977109473
253	0.9765694001
254	0.9765268374
255	0.9758895837
256	0.9756459675
257	0.9751387768
258	0.9745995609
259	0.9743007775
260	0.9740393446
261	0.9737947142
262	0.9731729096
263	0.9727479969
264	0.9722820976
265	0.9718716825
266	0.9710943756
267	0.9710505249
268	0.9710096821
269	0.9705256054
270	0.9701570772
271	0.9698815218
272	0.9693611876
273	0.9689305093
274	0.968544334
275	0.9683382746
276	0.967978758
277	0.9679491509
278	0.9674570882
279	0.9669535741
280	0.966615153
281	0.9662191684
282	0.9661723186
283	0.966142594
284	0.9657692087
285	0.9652412516
286	0.9645693724
287	0.9641017936
288	0.9640626347
289	0.9637766491
290	0.9637404587
291	0.9635450745
292	0.9630305515
293	0.9625490324
294	0.9621068725
295	0.9616090789
296	0.9612209304
297	0.9607694411
298	0.9603154419
299	0.959865553
300	0.9594341056
301	0.9591680134
302	0.959086065
303	0.958579036
304	0.9582083007
305	0.9581841509
306	0.9576803697
307	0.9575055328
308	0.957339973
309	0.9567502594
310	0.9563826951
311	0.9559559821
312	0.955928631
313	0.9559020412
314	0.9558762682
315	0.9553787877
316	0.9552731872
317	0.9547667741
318	0.9546314868
319	0.954202213
320	0.9537923101
321	0.9537610993
322	0.953388368
323	0.9533577153
324	0.9528128255
325	0.952386012
326	0.9519121969
327	0.9515361791
328	0.9510968059
329	0.9510731235
330	0.9507347248
331	0.9507004898
332	0.9503050779
333	0.9502680092
334	0.9498630343
335	0.9496227673
336	0.9492730282
337	0.9488080608
338	0.9483998344
339	0.9479845612
340	0.9476345808
341	0.9473984587
342	0.9468595859
343	0.9466875185
344	0.9462416434
345	0.9455563585
346	0.9449368806
347	0.9443490763
348	0.9440095287
349	0.943494413
350	0.9431162797
351	0.942616252
352	0.9422784169
353	0.9422578934
354	0.9418103789
355	0.9414455799
356	0.9411898367
357	0.9411631749
358	0.9406314129
359	0.9403558454
360	0.939763351
361	0.9393430969
362	0.9389091752
363	0.9385291066
364	0.9381502064
365	0.9377447025
366	0.9377165675
367	0.937221361
368	0.9367342411
369	0.9362299643
370	0.9358159322
371	0.9354767992
372	0.9350958273
373	0.935075619
374	0.9346158564
375	0.9345958253
376	0.9345368999
377	0.934215815
378	0.9337791805
379	0.933760023
380	0.9333960488
381	0.9329272982
382	0.9326627853
383	0.9323567418
384	0.9318393726
385	0.9313388389
386	0.9309974038
387	0.9305535672
388	0.9301909885
389	0.9298257964
390	0.9293980329
391	0.9293248146
392	0.929293967
393	0.9288384242
394	0.9285570547
395	0.9284972645
396	0.9282402382
397	0.9280968856
398	0.9276087112
399	0.927176564
400	0.9266512767
401	0.9261035014
402	0.9257578016
403	0.9252896328
404	0.9250663544
405	0.9246410443
406	0.9242215567
407	0.9237697864
408	0.9234085855
409	0.9230668299
410	0.9225252585
411	0.9220186385
412	0.9215419422
413	0.9215225766
414	0.9212575007
415	0.9209237319
416	0.9204269753
417	0.9200296713
418	0.9196367331
419	0.9196202937
420	0.9193946872
421	0.919098697
422	0.9185340487
423	0.9180752413
424	0.9175664086
425	0.9172017181
426	0.9167764749
427	0.9163725869
428	0.915983895
429	0.9155705956
430	0.9152974374
431	0.9147242308
432	0.9142858082
433	0.9141910913
434	0.9136522167
435	0.9133073352
436	0.9130201074
437	0.9126484252
438	0.9121312357
439	0.9118222481
440	0.9113982609
441	0.9109583391
442	0.9105640267
443	0.910100889
444	0.9096643865
445	0.9092367649
446	0.9089395744
447	0.9086177589
448	0.9083667221
449	0.9081968481
450	0.907632374
451	0.9073474122
452	0.9070715055
453	0.9065907013
454	0.9062998276
455	0.9060625664
456	0.9057260987
457	0.9054398011
458	0.9052782835
459	0.9049898489
460	0.9048667232
461	0.9044315729
462	0.9040902305
463	0.9037398917
464	0.9033882616
465	0.9031698726
466	0.9027789639
467	0.9024208759
468	0.901928391
469	0.9017239602
470	0.9013319995
471	0.9010141217
472	0.9007620223
473	0.9007419604
474	0.9004957544
475	0.9002701464
476	0.9000438236
477	0.8997314735
478	0.8994441869
479	0.8990010928
480	0.8989855276
481	0.898550928
482	0.8983034592
483	0.8979262449
484	0.8979083447
485	0.8974754932
486	0.8971052675
487	0.896866171
488	0.8964770748
489	0.8961682508
490	0.8959774679
491	0.895962305
492	0.8956918347
493	0.8954516356
494	0.8951221368
495	0.8951028863
496	0.8947740808
497	0.8943469216
498	0.8940228836
499	0.8937600117
500	0.8937251057
501	0.8933401634
502	0.8930635638
503	0.8926735737
504	0.8923442709
505	0.8923148432
506	0.8920668898
507	0.8917507174
508	0.8914573285
509	0.8911211414
510	0.8908698312
511	0.8905137781
512	0.8904923472
513	0.8903475518
514	0.8901484893
515	0.8898591088
516	0.8896927558
517	0.8896779797
518	0.8895324341
519	0.8891778914
520	0.8887657272
521	0.888329722
522	0.887870971
523	0.8874635966
524	0.8870962144
525	0.8867225909
526	0.8863915544
527	0.8862153509
528	0.8859402943
529	0.8857124812
530	0.8854337553
531	0.885182499
532	0.8848633692
533	0.884657202
534	0.8845745158
535	0.8843588803
536	0.8841028088
537	0.8838583233
538	0.8834780718
539	0.883107279
540	0.8827447032
541	0.8824234482
542	0.882038576
543	0.881692998
544	0.8812804436
545	0.8807900681
546	0.8804678404
547	0.8800740254
548	0.8797665041
549	0.8794259229
550	0.878999987
551	0.8787559007
552	0.8787384205
553	0.8785360339
554	0.8783089003
555	0.8779852277
556	0.8776189365
557	0.8773546507
558	0.8772205894
559	0.8769322233
560	0.8765302474
561	0.8763084768
562	0.8759822326
563	0.8759626192
564	0.8756397099
565	0.8756232857
566	0.8752658299
567	0.8748328672
568	0.8745116029
569	0.8741287695
570	0.8737529763
571	0.8734248356
572	0.8734053859
573	0.8730481795
574	0.8727243531
575	0.8722515174
576	0.8719783712
577	0.8715446281
578	0.8710963683
579	0.8710743387
580	0.8707736886
581	0.8705313714
582	0.8703857049
583	0.8700065881
584	0.8696860728
585	0.8694580847
586	0.8691456706
587	0.8688507107
588	0.8686014761
589	0.8683568909
590	0.8683360698
591	0.8680497291
592	0.8678885765
593	0.8675373538
594	0.8673116275
595	0.8671477583
596	0.8668676736
597	0.8665778268
598	0.8662472036
599	0.8658744205
600	0.8655449763
601	0.8655301134
602	0.8654155999
603	0.8649218539
604	0.8647038159
605	0.8646879019
606	0.8643990593
607	0.8641517605
608	0.8639344965
609	0.8634821625
610	0.8632392154
611	0.86322673
612	0.8629757128
613	0.8629564235
614	0.8625516945
615	0.8622864572
616	0.86227285
617	0.862258145
618	0.8622404675
619	0.8620744097
620	0.8617202632
621	0.8615787529
622	0.8612895941
623	0.8609100221
624	0.8606427806
625	0.8604527165
626	0.8604366475
627	0.8598084271
628	0.859574688
629	0.8593973578
630	0.8590785047
631	0.8587905231
632	0.8585994336
633	0.8583720059
634	0.8578721271
635	0.8576333609
636	0.8572900533
637	0.8572751677
638	0.85692124
639	0.8568225969
640	0.856535327
641	0.8562801951
642	0.8560621811
643	0.8557876155
644	0.8555389312
645	0.8551986042
646	0.8550755284
647	0.8548012867
648	0.8547351597
649	0.8547161149
650	0.8543807973
651	0.8540736102
652	0.8536882155
653	0.8533071394
654	0.8530748769
655	0.8530626158
656	0.8527217982
657	0.8521856507
658	0.8518101091
659	0.8516718535
660	0.8514430731
661	0.8514214057
662	0.8512024852
663	0.8510028727
664	0.8506849827
665	0.8504643043
666	0.8501878508
667	0.8498060116
668	0.8496321013
669	0.8493448517
670	0.8491217977
671	0.8488178922
672	0.8484580739
673	0.8482340292
674	0.8480110522
675	0.8479274539
676	0.8475089819
677	0.8472227011
678	0.8469915029
679	0.8466900232
680	0.846460135
681	0.8461500199
682	0.8459097303
683	0.8459016737
684	0.8456472047
685	0.845374689
686	0.8450177914
687	0.8449995416
688	0.8447471621
689	0.8442908115
690	0.8438631913
691	0.8435353205
692	0.8431409464
693	0.8428115968
694	0.8425253829
695	0.8422153738
696	0.8418058526
697	0.8415256652
698	0.8412974019
699	0.8411898956
700	0.8410156524
701	0.8406809708
702	0.8403407915
703	0.8399662302
704	0.839601349
705	0.8393858102
706	0.839035036
707	0.838755675
708	0.8384128826
709	0.8381949186
710	0.8380245742
711	0.8377434642
712	0.8374762503
713	0.8371984079
714	0.8370080568
715	0.8369981512
716	0.8367185065
717	0.8363777556
718	0.8362644926
719	0.8358236058
720	0.8354560287
721	0.8350509906
722	0.8345067123
723	0.8341893193
724	0.833799345
725	0.8334737972
726	0.8331910423
727	0.8328777049
728	0.8327037502
729	0.8324044871
730	0.8321132211
731	0.831849971
732	0.8315548369
733	0.831171386
734	0.8309069528
735	0.8307210009
736	0.8307057738
737	0.8304771144
738	0.8303808859
739	0.8300550059
740	0.8296666003
741	0.8293498589
742	0.82902254
743	0.8287779122
744	0.8285061389
745	0.828244925
746	0.8280522714
747	0.8277522477
748	0.8274517505
749	0.8273550405
750	0.8273316505
751	0.8272361214
752	0.8270264679
753	0.8267212253
754	0.8264123402
755	0.8261319333
756	0.8260318058
757	0.825901314
758	0.8258916452
759	0.8254753171
760	0.8251308145
761	0.824826382
762	0.8244948703
763	0.8241278991
764	0.823775139
765	0.8234399683
766	0.8231109375
767	0.8228271216
768	0.8225371212
769	0.8221938895
770	0.8221819975
771	0.8218218741
772	0.821603066
773	0.8213360776
774	0.8211560433
775	0.8208812441
776	0.8205026546
777	0.82049009
778	0.8201481585
779	0.8197976222
780	0.8197881975
781	0.8195732631
782	0.819533604
783	0.8194031982
784	0.8193680446
785	0.8191107497
786	0.8186964773
787	0.8184542987
788	0.8182462318
789	0.818183452
790	0.8179278077
791	0.8177101462
792	0.8174134303
793	0.8171588933
794	0.8167731691
795	0.8164727883
796	0.8161951567
797	0.8156142369
798	0.8156029687
799	0.8155301405
800	0.8152479589
801	0.8151636632
802	0.8150738157
803	0.8146371531
804	0.8145492829
805	0.8141245829
806	0.8138829111
807	0.8138143548
808	0.8135590711
809	0.813331777
810	0.8130505328
811	0.8126282797
812	0.8126200928
813	0.8124984501
814	0.8121512376
815	0.811912918
816	0.8116727115
817	0.8116075224
818	0.8113556037
819	0.8109985262
820	0.8106939882
821	0.8104789861
822	0.8102570561
823	0.8099272459
824	0.809684626
825	0.809674638
826	0.8095410471
827	0.8093673627
828	0.8089881516
829	0.8088641284
830	0.8086243108
831	0.8084272476
832	0.8082029594
833	0.8080256562
834	0.8077564914
835	0.807725965
836	0.8074120882
837	0.8071941973
838	0.806894256
839	0.8066472557
840	0.8062980082
841	0.806129766
842	0.8058361221
843	0.8054859404
844	0.8052001104
845	0.8051911167
846	0.8048064167
847	0.8045242689
848	0.8042827054
849	0.8040612801
850	0.8038430869
851	0.8038230898
852	0.80344716
853	0.8033604594
854	0.8031386837
855	0.8028228528
856	0.802598307
857	0.8023831819
858	0.8021472474
859	0.801906681
860	0.8016276299
861	0.8016049201
862	0.8013962151
863	0.8011178124
864	0.8010845896
865	0.8008213823
866	0.800508065
867	0.8002658219
868	0.8001031443
869	0.7997291571
870	0.7994106991
871	0.7992082919
872	0.7989014338
873	0.7986416677
874	0.7983993527
875	0.798114112
876	0.7978026102
877	0.7975412041
878	0.7973234779
879	0.7969479891
880	0.7966067663
881	0.7963681389
882	0.7961426364
883	0.7959825588
884	0.7956769228
885	0.7954047413
886	0.7951288733
887	0.7948713353
888	0.7945791342
889	0.7941597413
890	0.7938783088
891	0.7935841805
892	0.7933652319
893	0.7931487463
894	0.7928576553
895	0.7927398469
896	0.7924976932
897	0.7921249021
898	0.7918597964
899	0.7914043088
900	0.7911904271
901	0.7909914414
902	0.7907937752
903	0.7905564352
904	0.7903258076
905	0.7900882287
906	0.7897453269
907	0.7897299059
908	0.7895073727
909	0.7891729971
910	0.7890680868
911	0.7888639946
912	0.7885192153
913	0.7883828778
914	0.7881029442
915	0.7878518836
916	0.7876149864
917	0.7871710033
918	0.7869121675
919	0.7866419408
920	0.7864785654
921	0.7862693462
922	0.7860676588
923	0.7857966185
924	0.7854624873
925	0.7850153361
926	0.784550789
927	0.7843794019
928	0.7842005768
929	0.7839378561
930	0.7837251857
931	0.7835777758
932	0.7834145035
933	0.7833694156
934	0.7829832557
935	0.7828767784
936	0.7825758001
937	0.7823548737
938	0.7819986101
939	0.7816607534
940	0.7814153021
941	0.7811245399
942	0.7808762526
943	0.7806229472
944	0.7803140748
945	0.780091763
946	0.7799029992
947	0.7795378906
948	0.7793132184
949	0.7790948692
950	0.7788633118
951	0.7784969013
952	0.7784887822
953	0.7781301688
954	0.7778613854
955	0.7777262747
956	0.7774820122
957	0.7773963692
958	0.7771811084
959	0.7769264948
960	0.776849228
961	0.7765507918
962	0.7763110949
963	0.7761392879
964	0.7758104257
965	0.7754802614
966	0.7754092124
967	0.7753006267
968	0.7749161239
969	0.7746576027
970	0.7743963958
971	0.7743142924
972	0.7743047542
973	0.7740230973
974	0.7739473897
975	0.7738270425
976	0.773639873
977	0.7736109543
978	0.7734892454
979	0.7733120801
980	0.7732705464
981	0.7731658615
982	0.7731562219
983	0.7728978705
984	0.7726471001
985	0.772347438
986	0.7720858993
987	0.7717234084
988	0.7716046133
989	0.7712544492
990	0.7710524397
991	0.7707670748
992	0.7706429058
993	0.7702335227
994	0.7699200387
995	0.7697019876
996	0.7695783787
997	0.7693393098
998	0.7691784937
999	0.768910932
1000	0.7686720887
1001	0.76845286
1002	0.7680498174
1003	0.7679091547
1004	0.7676662753
1005	0.7674456872
1006	0.7671925022
1007	0.7670105634
1008	0.7670034714
1009	0.7666560592
1010	0.7664582849
1011	0.7663519383
1012	0.7662577415
1013	0.7660501326
1014	0.76604352
1015	0.7657390347
1016	0.7654462507
1017	0.7651199303
1018	0.7651115505
1019	0.7648850508
1020	0.7648305621
1021	0.764632944
1022	0.7644350008
1023	0.7642794309
1024	0.7640582359
1025	0.7638718537
1026	0.7637685425
1027	0.7635131436
1028	0.7633868274
1029	0.7631009328
1030	0.7627982954
1031	0.7626246692
1032	0.762315078
1033	0.7621172211
1034	0.76183612
1035	0.7616515699
1036	0.7615079504
1037	0.761224883
1038	0.7612096227
1039	0.7610091378
1040	0.7609063914
1041	0.760571612
1042	0.7603806284
1043	0.7601703771
1044	0.7599372285
1045	0.7596966599
1046	0.7595795166
1047	0.7592773149
1048	0.7590654311
1049	0.7588924213
1050	0.7585717957
1051	0.758450272
1052	0.7582889855
1053	0.7582604552
1054	0.7582511482
1055	0.7580013546
1056	0.7578160064
1057	0.7575566251
1058	0.7572938993
1059	0.7570391581
1060	0.756908021
1061	0.7567827951
1062	0.7566226812
1063	0.7564093368
1064	0.756199178
1065	0.7561157825
1066	0.7558825086
1067	0.7558739579
1068	0.7555801739
1069	0.7555728531
1070	0.7553599036
1071	0.7551395585
1072	0.7549293287
1073	0.7546840073
1074	0.7543127733
1075	0.7541341366
1076	0.7539557673
1077	0.7536772113
1078	0.7533082662
1079	0.7532422711
1080	0.7529633179
1081	0.7527912809
1082	0.7525557187
1083	0.7522738928
1084	0.7520677227
1085	0.7516620377
1086	0.7514200774
1087	0.7514120779
1088	0.7514029134
1089	0.7512281836
1090	0.7510187553
1091	0.7508719282
1092	0.7506094309
1093	0.7505268336
1094	0.7502847267
1095	0.7500528685
1096	0.749767657
1097	0.7496831974
1098	0.7494434722
1099	0.7494190187
1100	0.7492038123
1101	0.7490255848
1102	0.7488058015
1103	0.7486559676
1104	0.7485173805
1105	0.748292253
1106	0.7478922598
1107	0.7478360999
1108	0.7476390468
1109	0.747462849
1110	0.7472934803
1111	0.7471211073
1112	0.7471149821
1113	0.7469585182
1114	0.7467349555
1115	0.7466180721
1116	0.7464347674
1117	0.7462654379
1118	0.746130392
1119	0.7459066925
1120	0.7456472241
1121	0.7454114658
1122	0.7450468626
1123	0.7448647574
1124	0.7446818912
1125	0.7443876807
1126	0.7441592015
1127	0.7439764524
1128	0.7437162923
1129	0.7434303271
1130	0.7432928304
1131	0.7431226458
1132	0.7428360397
1133	0.7425527215
1134	0.7423262017
1135	0.7419621163
1136	0.7418638359
1137	0.7417182658
1138	0.7414340429
1139	0.7411417799
1140	0.7408518303
1141	0.7406430745
1142	0.7403742228
1143	0.7400990191
1144	0.7399725289
1145	0.739773543
1146	0.7395284779
1147	0.7392962612
1148	0.7390565271
1149	0.738810673
1150	0.7386521834
1151	0.7384772701
1152	0.7384562042
1153	0.7381864666
1154	0.7379016981
1155	0.7376912152
1156	0.7375074873
1157	0.7372465864
1158	0.7368663544
1159	0.7366377034
1160	0.7365578979
1161	0.7364283284
1162	0.7360957405
1163	0.7360478342
1164	0.735672095
1165	0.7355154328
1166	0.7352483353
1167	0.7350398605
1168	0.7348314877
1169	0.7348229674
1170	0.7345703271
1171	0.7345607575
1172	0.7344466584
1173	0.7342886202
1174	0.7340568567
1175	0.733788421
1176	0.7337176858
1177	0.7335768611
1178	0.733439362
1179	0.7332234145
1180	0.7330816381
1181	0.7330746181
1182	0.732826931
1183	0.7325993776
1184	0.7323401358
1185	0.7320981372
1186	0.7319180594
1187	0.7317744357
1188	0.7314471681
1189	0.731154216
1190	0.7309459473
1191	0.7306637202
1192	0.7304553056
1193	0.7302604715
1194	0.7301068516
1195	0.7298747501
1196	0.7298687616
1197	0.7297089197
1198	0.7295627567
1199	0.7293030712
1200	0.7291277002
1201	0.7289977372
1202	0.7288391075
1203	0.7285714445
1204	0.7283816226
1205	0.7281785171
1206	0.7279947866
1207	0.727893201
1208	0.7276745916
1209	0.7275702155
1210	0.7274811972
1211	0.7272292856
1212	0.7270735137
1213	0.7268448361
1214	0.7268361082
1215	0.7265592345
1216	0.7263703348
1217	0.7261733449
1218	0.7259154832
1219	0.7259093782
1220	0.7257554191
1221	0.7255580258
1222	0.7254965527
1223	0.7254067272
1224	0.7251416615
1225	0.7247720548
1226	0.7245058076
1227	0.7243149328
1228	0.7241270863
1229	0.7238918196
1230	0.7237799715
1231	0.7235194143
1232	0.7231366045
1233	0.7229998691
1234	0.7228059816
1235	0.7225879305
1236	0.7224288177
1237	0.7221262131
1238	0.7219228977
1239	0.7217603649
1240	0.7216243771
1241	0.7215295603
1242	0.7212190866
1243	0.7208802564
1244	0.7206792191
1245	0.7206727737
1246	0.7204653425
1247	0.720460215
1248	0.7202696656
1249	0.7201277123
1250	0.7199862086
1251	0.7198351368
1252	0.7196341452
1253	0.7194265989
1254	0.7192117416
1255	0.7190262549
1256	0.7188786654
1257	0.7186485369
1258	0.718458696
1259	0.7183101601
1260	0.7182115833
1261	0.718205523
1262	0.7180918286
1263	0.7177995151
1264	0.7175815442
1265	0.7174071744
1266	0.7173232965
1267	0.7171926456
1268	0.7170505599
1269	0.7167601898
1270	0.7166318233
1271	0.7164551859
1272	0.7162531456
1273	0.7159937812
1274	0.7157989068
1275	0.7155447235
1276	0.7152514651
1277	0.7151022734
1278	0.7149537252
1279	0.7147931855
1280	0.714527889
1281	0.7144145021
1282	0.7141406404
1283	0.7138874494
1284	0.7136603463
1285	0.7134367653
1286	0.713132675
1287	0.7128912455
1288	0.7126097179
1289	0.7124496375
1290	0.7121225973
1291	0.7120341375
1292	0.7119281166
1293	0.7117221569
1294	0.711717484
1295	0.7116083453
1296	0.711424766
1297	0.7111959877
1298	0.7109736857
1299	0.7106942366
1300	0.7106864104
1301	0.710585037
1302	0.7104367703
1303	0.710294357
1304	0.7100167828
1305	0.7098246136
1306	0.7096479207
1307	0.7096422453
1308	0.7096360889
1309	0.7093858865
1310	0.7093803503
1311	0.7091028675
1312	0.7088936545
1313	0.7088885444
1314	0.7088840266
1315	0.7087397305
1316	0.7085598189
1317	0.708426804
1318	0.7082683916
1319	0.7080607478
1320	0.7079017097
1321	0.7077821953
1322	0.707690561
1323	0.7075636857
1324	0.7074447011
1325	0.7073335541
1326	0.7072142554
1327	0.7070084545
1328	0.7069442583
1329	0.7069320067
1330	0.7067585786
1331	0.706531999
1332	0.7063128889
1333	0.706308047
1334	0.7063029696
1335	0.7062837902
1336	0.7061466201
1337	0.7060045463
1338	0.7057179395
1339	0.7054729855
1340	0.7053899478
1341	0.7051909491
1342	0.70507945
1343	0.7048817131
1344	0.7046270296
1345	0.7044899781
1346	0.7043470405
1347	0.7043405638
1348	0.7041356827
1349	0.7041306357
1350	0.7039533275
1351	0.7035549561
1352	0.7032788413
1353	0.7030387741
1354	0.7028426649
1355	0.7024839169
1356	0.702338426
1357	0.7020369115
1358	0.7018746263
1359	0.7014957198
1360	0.7012733059
1361	0.7010909208
1362	0.7010858734
1363	0.7009032484
1364	0.7006154758
1365	0.7002976394
1366	0.7000756077
1367	0.6998261054
1368	0.6997539176
1369	0.6994984463
1370	0.6993795399
1371	0.6993383778
1372	0.6992097616
1373	0.6989985056
1374	0.6987780729
1375	0.6986513212
1376	0.6984168714
1377	0.6981797149
1378	0.6980057305
1379	0.697849498
1380	0.6976618607
1381	0.697428359
1382	0.6972301342
1383	0.6969423164
1384	0.6967621578
1385	0.6965704827
1386	0.6964583233
1387	0.6961499153
1388	0.6959247301
1389	0.6959200917
1390	0.6957351868
1391	0.695595354
1392	0.6954875703
1393	0.695453513
1394	0.6952243319
1395	0.6950525489
1396	0.6948486541
1397	0.6946417546
1398	0.6946138425
1399	0.6946065395
1400	0.6943291899
1401	0.6940681742
1402	0.693808341
1403	0.6936092777
1404	0.6934553223
1405	0.6932979921
1406	0.6932781104
1407	0.6930850491
1408	0.6928830694
1409	0.692702666
1410	0.692487042
1411	0.6922574766
1412	0.6920854966
1413	0.6919073061
1414	0.6919025712
1415	0.6916463296
1416	0.6914413411
1417	0.6912982695
1418	0.6910205299
1419	0.6908365891
1420	0.6907282248
1421	0.690492162
1422	0.6903084506
1423	0.6900948036
1424	0.6899011426
1425	0.6897272425
1426	0.6897233333
1427	0.6895118109
1428	0.689297547
1429	0.6890508874
1430	0.6887082921
1431	0.688493493
1432	0.6882664945
1433	0.688087014
1434	0.6877904399
1435	0.6877859814
1436	0.6877793803
1437	0.6877745179
1438	0.6877690787
1439	0.6876063944
1440	0.6874665542
1441	0.6872635892
1442	0.6871378661
1443	0.6870065037
1444	0.6868685604
1445	0.6868437468
1446	0.6866705957
1447	0.6864618438
1448	0.6861050473
1449	0.6858865846
1450	0.6857496645
1451	0.6854400409
1452	0.6852953084
1453	0.6851047016
1454	0.6848271525
1455	0.6847254892
1456	0.6845703941
1457	0.6843703826
1458	0.6843648064
1459	0.6842418726
1460	0.6840453214
1461	0.6838642732
1462	0.6836598487
1463	0.6834378719
1464	0.6833295217
1465	0.683080204
1466	0.6828893294
1467	0.6827393533
1468	0.6825456265
1469	0.6823701343
1470	0.6821827924
1471	0.6820266499
1472	0.6818313334
1473	0.6815526745
1474	0.6815477035
1475	0.6812388512
1476	0.6812349584
1477	0.6809664544
1478	0.6807854898
1479	0.6807816998
1480	0.6805082409
1481	0.6804075468
1482	0.6802883421
1483	0.6801470843
1484	0.6799772178
1485	0.6799172267
1486	0.6797335176
1487	0.6796037561
1488	0.6794135277
1489	0.6791866876
1490	0.678976343
1491	0.6787756833
1492	0.6786640097
1493	0.6784949847
1494	0.6783752889
1495	0.6783615754
1496	0.6781812686
1497	0.6780253495
1498	0.6778024539
1499	0.6776601202
1500	0.6774328322
1501	0.6772831123
1502	0.6770022474
1503	0.6768965584
1504	0.6767974115
1505	0.6764685642
1506	0.6763237065
1507	0.6760630802
1508	0.6758586113
1509	0.6756349384
1510	0.6754376669
1511	0.67543396
1512	0.6753169923
1513	0.6752924458
1514	0.6751331211
1515	0.6749305049
1516	0.6749270655
1517	0.6747396557
1518	0.6744818118
1519	0.6742942416
1520	0.6741753969
1521	0.6740710303
1522	0.67389738
1523	0.6737634771
1524	0.6735759647
1525	0.6734112085
1526	0.6732270387
1527	0.6731168429
1528	0.6729040847
1529	0.6726669094
